earned_at,xp_amount
2024-10-15T16:34:39.000Z,50
2024-07-20T20:51:11.000Z,100
2024-06-15T03:05:00.000Z,50
2024-10-03T18:48:15.000Z,50
2024-08-15T14:21:24.000Z,50
2024-07-21T12:53:40.000Z,50
2024-09-25T15:19:00.000Z,50
2024-11-05T09:55:03.000Z,100
2024-07-21T14:11:15.000Z,25
2024-11-01T15:04:50.000Z,50
2024-09-26T13:47:32.000Z,100
2024-09-17T17:45:02.000Z,1500
2024-07-14T11:46:28.000Z,250
2024-11-05T09:43:10.000Z,100
2024-09-15T15:22:11.000Z,50
2024-09-03T12:18:04.000Z,50
2024-06-13T14:56:52.000Z,50
2024-09-26T12:17:57.000Z,100
2024-09-15T16:32:51.000Z,50
2024-06-11T21:18:43.000Z,50
2024-10-03T19:32:11.000Z,50
2024-06-09T20:25:27.000Z,50
2024-10-18T21:56:39.000Z,50
2024-04-26T19:11:24.000Z,100
2024-08-13T18:07:38.000Z,100
2024-07-21T14:15:17.000Z,1
2024-08-21T18:23:14.000Z,35
2024-06-13T15:00:27.000Z,25
2024-08-13T17:48:28.000Z,50
2024-03-06T21:06:41.000Z,250
2024-07-20T23:28:10.000Z,50
2024-09-15T15:28:10.000Z,50
2024-09-02T12:53:24.000Z,50
2024-08-20T20:49:47.000Z,100
2024-09-08T18:13:28.000Z,100
2024-10-03T19:00:29.000Z,50
2024-10-18T20:42:48.000Z,1
2024-09-26T12:22:00.000Z,50
2024-10-18T16:52:21.000Z,50
2024-09-26T14:03:09.000Z,100
2024-08-17T17:12:16.000Z,100
2024-10-03T19:26:28.000Z,50
2024-09-02T12:06:08.000Z,50
2024-11-02T12:11:55.000Z,50
2024-09-08T18:17:50.000Z,50
2024-07-21T12:26:06.000Z,50
2024-04-27T15:40:14.000Z,100
2024-10-04T11:07:29.000Z,50
2024-09-15T16:12:05.000Z,50
2024-09-01T17:54:56.000Z,1
2024-09-01T18:14:18.000Z,1
2024-10-05T19:59:58.000Z,100
2024-11-01T20:42:53.000Z,50
2024-09-25T18:48:45.000Z,50
2024-06-13T14:57:22.000Z,50
2024-09-01T16:27:33.000Z,1
2024-07-21T12:51:24.000Z,1
2024-09-01T18:07:41.000Z,1
2024-09-25T18:53:39.000Z,50
2024-06-11T21:20:55.000Z,100
2024-09-10T16:53:52.000Z,50
2024-09-01T16:26:54.000Z,1
2024-09-02T15:30:15.000Z,50
2024-03-20T00:13:26.000Z,250
2024-09-25T16:24:19.000Z,50
2024-08-13T18:56:42.000Z,50
2024-11-01T15:24:56.000Z,100
2024-10-12T20:41:38.000Z,50
2024-09-10T14:47:23.000Z,50
2024-06-10T20:18:35.000Z,100
2024-09-03T11:50:36.000Z,50
2024-08-20T20:54:53.000Z,100
2024-08-14T18:34:37.000Z,50
2024-11-04T09:44:03.000Z,100
2024-10-18T18:33:51.000Z,50
2024-09-01T17:54:28.000Z,1
2024-09-01T16:41:50.000Z,1
2024-09-01T17:42:52.000Z,1
2024-10-03T19:18:13.000Z,100
2024-11-01T22:31:01.000Z,50
2024-08-28T09:44:24.000Z,50
2024-10-13T16:31:26.000Z,50
2024-08-14T18:32:17.000Z,50
2024-06-11T21:23:32.000Z,50
2024-10-18T20:42:43.000Z,1
2024-07-20T23:30:53.000Z,50
2024-04-26T12:14:46.000Z,50
2024-06-11T22:13:07.000Z,50
2024-09-01T16:41:29.000Z,1
2024-04-27T13:05:20.000Z,100
2024-07-20T19:02:33.000Z,50
2024-10-13T19:55:18.000Z,50
2024-08-14T14:40:14.000Z,100
2024-07-20T20:27:49.000Z,35
2024-07-28T21:12:02.000Z,100
2024-06-13T14:22:53.000Z,35
2024-09-01T18:23:58.000Z,1
2024-10-15T17:29:53.000Z,50
2024-04-27T13:08:15.000Z,100
2024-11-04T09:43:15.000Z,50
2024-09-26T11:34:07.000Z,100
2024-05-11T14:40:26.000Z,100
2024-08-21T18:27:54.000Z,50
2024-09-26T14:02:24.000Z,50
2024-08-28T06:10:07.000Z,100
2024-08-14T18:26:00.000Z,100
2024-09-10T16:04:49.000Z,1
2024-11-01T22:41:55.000Z,50
2024-09-01T16:09:15.000Z,50
2024-08-13T17:24:12.000Z,100
2024-10-18T21:36:05.000Z,1
2024-10-15T17:31:23.000Z,100
2024-07-15T21:45:51.000Z,50
2024-08-14T17:33:12.000Z,100
2024-10-05T19:59:40.000Z,50
2024-10-18T18:34:12.000Z,50
2024-09-25T18:32:42.000Z,50
2024-10-03T18:49:23.000Z,50
2024-09-25T18:15:54.000Z,50
2024-11-02T12:11:46.000Z,50
2024-07-20T23:22:11.000Z,50
2024-08-13T17:40:48.000Z,50
2024-04-27T14:00:35.000Z,100
2024-10-03T19:37:04.000Z,50
2024-09-08T18:25:27.000Z,50
2024-10-03T19:36:06.000Z,100
2024-08-13T18:00:19.000Z,50
2024-07-15T21:54:08.000Z,50
2024-08-20T21:04:53.000Z,50
2024-09-01T17:56:45.000Z,1
2024-09-25T17:29:34.000Z,50
2024-06-10T19:30:45.000Z,100
2024-09-01T17:42:46.000Z,1
